NZ_CAKLOQ010000001.1	30_npsB_Km	99.703	4371	8	1	2812685	2817055	1	4366	0.0	7995
NZ_CAKLOQ010000001.1	42_npsB_Kpa	98.376	4371	71	0	2812685	2817055	1	4371	0.0	7679
NZ_CAKLOQ010000001.1	17_npsB_Kg	95.494	4372	192	3	2812685	2817055	1	4368	0.0	6977
NZ_CAKLOQ010000001.1	5_npsB_Ko	94.145	4372	252	4	2812685	2817054	1	4370	0.0	6652
NZ_CAKLOQ010000001.1	37_uvrX_Km	99.691	2262	7	0	2801934	2804195	1	2262	0.0	4139
NZ_CAKLOQ010000001.1	49_uvrX_Kpa	98.276	2262	39	0	2801934	2804195	1	2262	0.0	3962
NZ_CAKLOQ010000001.1	24_uvrX_Kg	95.491	2262	102	0	2801934	2804195	1	2262	0.0	3613
NZ_CAKLOQ010000001.1	34_adsX_Km	99.436	1950	11	0	2805836	2807785	1950	1	0.0	3541
NZ_CAKLOQ010000001.1	46_adsX_Kpa	98.671	1956	26	0	2805836	2807791	1956	1	0.0	3469
NZ_CAKLOQ010000001.1	12_uvrX_Ko	93.103	2262	156	0	2801934	2804195	1	2262	0.0	3314
NZ_CAKLOQ010000001.1	21_adsX_Kg	96.667	1950	65	0	2805836	2807785	1950	1	0.0	3241
NZ_CAKLOQ010000001.1	9_adsX_Ko	94.923	1950	99	0	2805836	2807785	1950	1	0.0	3053
NZ_CAKLOQ010000001.1	28_npsA_Km	99.803	1521	3	0	2810866	2812386	1	1521	0.0	2793
NZ_CAKLOQ010000001.1	47_hmoX_Kpa	99.076	1515	14	0	2804283	2805797	1515	1	0.0	2721
NZ_CAKLOQ010000001.1	35_hmoX_Km	99.076	1515	14	0	2804283	2805797	1515	1	0.0	2721
NZ_CAKLOQ010000001.1	40_npsA_Kpa	97.830	1521	33	0	2810866	2812386	1	1521	0.0	2627
NZ_CAKLOQ010000001.1	22_hmoX_Kg	96.832	1515	48	0	2804283	2805797	1515	1	0.0	2532
NZ_CAKLOQ010000001.1	10_hmoX_Ko	95.828	1510	63	0	2804288	2805797	1510	1	0.0	2440
NZ_CAKLOQ010000001.1	10_hmoX_Ko	98.000	50	1	0	5260416	5260465	1557	1508	1.46e-15	87.9
NZ_CAKLOQ010000001.1	15_npsA_Kg	95.069	1521	75	0	2810866	2812386	1	1521	0.0	2394
NZ_CAKLOQ010000001.1	3_npsA_Ko	93.754	1521	95	0	2810866	2812386	1	1521	0.0	2283
NZ_CAKLOQ010000001.1	36_msfX_Km	99.676	1233	4	0	2800697	2801929	1	1233	0.0	2255
NZ_CAKLOQ010000001.1	27_LeupAB	99.028	1235	12	0	5827183	5828417	1	1235	0.0	2215
NZ_CAKLOQ010000001.1	48_msfX_Kpa	98.054	1233	24	0	2800697	2801929	1	1233	0.0	2145
NZ_CAKLOQ010000001.1	31_aroX_Km	99.316	1170	8	0	2809241	2810410	1170	1	0.0	2117
NZ_CAKLOQ010000001.1	43_aroX_Kpa	98.889	1170	13	0	2809241	2810410	1170	1	0.0	2089
NZ_CAKLOQ010000001.1	18_aroX_Kg	96.752	1170	38	0	2809241	2810410	1170	1	0.0	1951
NZ_CAKLOQ010000001.1	23_msfX_Kg	94.891	1233	63	0	2800697	2801929	1	1233	0.0	1929
NZ_CAKLOQ010000001.1	6_aroX_Ko	94.872	1170	60	0	2809241	2810410	1170	1	0.0	1829
NZ_CAKLOQ010000001.1	11_msfX_Ko	92.782	1233	89	0	2800697	2801929	1	1233	0.0	1784
NZ_CAKLOQ010000001.1	25_oxy1_Km	99.087	876	5	1	4404567	4405439	1	876	0.0	1570
