NZ_UGJT01000003.1	5_npsB_Ko	99.474	4372	22	1	2099733	2104104	1	4371	0.0	7945
NZ_UGJT01000003.1	17_npsB_Kg	95.196	4371	206	2	2099733	2104103	1	4367	0.0	6905
NZ_UGJT01000003.1	42_npsB_Kpa	94.214	4373	248	5	2099733	2104103	1	4370	0.0	6669
NZ_UGJT01000003.1	30_npsB_Km	94.054	4373	250	6	2099733	2104103	1	4365	0.0	6626
NZ_UGJT01000003.1	12_uvrX_Ko	99.248	2262	17	0	2088977	2091238	1	2262	0.0	4084
NZ_UGJT01000003.1	9_adsX_Ko	99.436	1950	10	1	2092879	2094827	1950	1	0.0	3539
NZ_UGJT01000003.1	24_uvrX_Kg	94.607	2262	122	0	2088977	2091238	1	2262	0.0	3502
NZ_UGJT01000003.1	49_uvrX_Kpa	93.590	2262	145	0	2088977	2091238	1	2262	0.0	3374
NZ_UGJT01000003.1	37_uvrX_Km	93.501	2262	147	0	2088977	2091238	1	2262	0.0	3363
NZ_UGJT01000003.1	21_adsX_Kg	95.282	1950	91	1	2092879	2094827	1950	1	0.0	3090
NZ_UGJT01000003.1	46_adsX_Kpa	95.041	1956	96	1	2092879	2094833	1956	1	0.0	3073
NZ_UGJT01000003.1	34_adsX_Km	95.026	1950	96	1	2092879	2094827	1950	1	0.0	3062
NZ_UGJT01000003.1	10_hmoX_Ko	99.735	1510	4	0	2091331	2092840	1510	1	0.0	2767
NZ_UGJT01000003.1	3_npsA_Ko	99.408	1521	9	0	2097914	2099434	1	1521	0.0	2760
NZ_UGJT01000003.1	22_hmoX_Kg	96.032	1512	60	0	2091329	2092840	1512	1	0.0	2460
NZ_UGJT01000003.1	35_hmoX_Km	95.833	1512	63	0	2091329	2092840	1512	1	0.0	2444
NZ_UGJT01000003.1	47_hmoX_Kpa	95.701	1512	65	0	2091329	2092840	1512	1	0.0	2433
NZ_UGJT01000003.1	15_npsA_Kg	95.003	1521	76	0	2097914	2099434	1	1521	0.0	2388
NZ_UGJT01000003.1	28_npsA_Km	93.557	1521	98	0	2097914	2099434	1	1521	0.0	2266
NZ_UGJT01000003.1	40_npsA_Kpa	93.294	1521	102	0	2097914	2099434	1	1521	0.0	2244
NZ_UGJT01000003.1	11_msfX_Ko	99.513	1233	6	0	2087740	2088972	1	1233	0.0	2244
NZ_UGJT01000003.1	6_aroX_Ko	99.231	1170	9	0	2096287	2097456	1170	1	0.0	2111
NZ_UGJT01000003.1	18_aroX_Kg	95.812	1170	49	0	2096287	2097456	1170	1	0.0	1890
NZ_UGJT01000003.1	31_aroX_Km	95.470	1170	53	0	2096287	2097456	1170	1	0.0	1868
NZ_UGJT01000003.1	43_aroX_Kpa	95.128	1170	57	0	2096287	2097456	1170	1	0.0	1845
NZ_UGJT01000003.1	36_msfX_Km	92.782	1233	89	0	2087740	2088972	1	1233	0.0	1784
NZ_UGJT01000003.1	23_msfX_Kg	92.701	1233	90	0	2087740	2088972	1	1233	0.0	1779
NZ_UGJT01000003.1	48_msfX_Kpa	92.457	1233	93	0	2087740	2088972	1	1233	0.0	1762
NZ_UGJT01000003.1	1_oxy2_Ko	100.000	873	0	0	4239514	4240386	1	873	0.0	1613
NZ_UGJT01000003.1	7_dhbX_Ko	98.989	791	2	2	2095508	2096297	786	1	0.0	1411
NZ_UGJT01000003.1	32_dhbX_Km	94.437	791	38	2	2095508	2096297	786	1	0.0	1212
NZ_UGJT01000003.1	44_dhbX_Kpa	94.058	791	41	2	2095508	2096297	786	1	0.0	1195
NZ_UGJT01000003.1	8_icmX_Ko	100.000	633	0	0	2094857	2095489	633	1	0.0	1170
NZ_UGJT01000003.1	20_icmX_Kg	96.367	633	23	0	2094857	2095489	633	1	0.0	1042
NZ_UGJT01000003.1	45_icmX_Kpa	96.051	633	25	0	2094857	2095489	633	1	0.0	1031
NZ_UGJT01000003.1	33_icmX_Km	96.051	633	25	0	2094857	2095489	633	1	0.0	1031
NZ_UGJT01000003.1	51_oxy3_Sp	84.166	1061	157	6	4239332	4240389	1	1053	0.0	1018
NZ_UGJT01000003.1	26_oxy5_Km	87.171	873	112	0	4239514	4240386	1	873	0.0	992
NZ_UGJT01000003.1	25_oxy1_Km	86.986	876	111	1	4239514	4240386	1	876	0.0	983
NZ_UGJT01000003.1	13_oxy6_Kg	86.881	869	114	0	4239514	4240382	1	869	0.0	974
NZ_UGJT01000003.1	38_oxy4_Kpas	86.416	876	119	0	4239514	4240389	1	876	0.0	959
NZ_UGJT01000003.1	50_oxy8_Khaux	86.353	872	116	1	4239514	4240382	1	872	0.0	948
NZ_UGJT01000003.1	4_thdA_Ko	99.134	231	2	0	2099437	2099667	1	231	1.61e-114	416
NZ_UGJT01000003.1	19_dhbX_Kg	96.970	231	7	0	2099437	2099667	1	231	3.51e-106	388
NZ_UGJT01000003.1	16_thdA_Kg	96.970	231	7	0	2099437	2099667	1	231	3.51e-106	388
NZ_UGJT01000003.1	41_thdA_Kpa	93.074	231	16	0	2099437	2099667	1	231	3.59e-91	339
NZ_UGJT01000003.1	29_thdA_Km	93.665	221	14	0	2099437	2099657	1	221	6.00e-89	331
NZ_UGJT01000003.1	2_empty	100.000	174	0	0	5743061	5743234	1	174	3.61e-86	322
